agency_cd,site_no,Date,q_cfs,X_00060_00003_cd
USGS,01463500,2015-01-24,5200,A e
USGS,01463500,2015-01-25,4800,A e
USGS,01463500,2015-01-26,4600,A e
USGS,01463500,2015-01-27,4200,A e
USGS,01463500,2015-01-28,4500,A e
USGS,01463500,2015-01-29,4200,A e
USGS,01463500,2015-01-30,4000,A e
USGS,01463500,2015-01-31,4300,A e
USGS,01463500,2015-02-01,4000,A e
USGS,01463500,2015-02-02,3800,A e
USGS,01463500,2015-02-03,3700,A e
USGS,01463500,2015-02-04,3600,A e
USGS,01463500,2015-02-05,3800,A e
USGS,01463500,2015-02-06,3600,A e
USGS,01463500,2015-02-07,3600,A e
USGS,01463500,2015-02-08,3700,A e
USGS,01463500,2015-02-09,3600,A e
USGS,01463500,2015-02-10,3400,A e
USGS,01463500,2015-02-11,3500,A e
USGS,01463500,2015-02-12,3600,A e
USGS,01463500,2015-02-13,3630,A e
USGS,01463500,2015-02-14,3500,A e
USGS,01463500,2015-02-15,3620,A e
USGS,01463500,2015-02-16,3620,A e
USGS,01463500,2015-02-17,3830,A e
USGS,01463500,2015-02-18,4340,A e
USGS,01463500,2015-02-19,4600,A e
USGS,01463500,2015-02-20,4720,A e
USGS,01463500,2015-02-21,5430,A e
USGS,01463500,2015-02-22,5590,A e
USGS,01463500,2015-02-23,4300,A e
USGS,01463500,2015-02-24,3460,A e
USGS,01463500,2015-02-25,3960,A e
USGS,01463500,2015-02-26,4250,A e
USGS,01463500,2015-02-27,3960,A e
USGS,01463500,2015-02-28,3680,A e
USGS,01463500,2015-03-01,3680,A e
USGS,01463500,2015-03-02,3440,A e
USGS,01463500,2015-03-03,3120,A e
USGS,01463500,2015-03-04,3360,A e
USGS,01463500,2015-03-05,3980,A e
USGS,01463500,2015-03-06,4050,A e
USGS,01463500,2015-03-07,4000,A e
USGS,01463500,2015-03-08,4240,A e
USGS,01463500,2015-03-09,4250,A e
USGS,01463500,2015-03-10,4560,A e
USGS,01463500,2015-03-11,6430,A e
USGS,01463500,2015-03-12,11300,A e
USGS,01463500,2015-03-13,13400,A e
USGS,01463500,2015-03-14,16800,A
USGS,01463500,2015-03-15,23400,A
USGS,01463500,2015-03-16,19100,A
USGS,01463500,2015-03-17,18500,A
USGS,01463500,2015-03-18,20200,A
USGS,01463500,2015-03-19,18900,A
USGS,01463500,2015-03-20,17500,A
USGS,01463500,2015-03-21,15600,A
USGS,01463500,2015-03-22,14500,A
USGS,01463500,2015-03-23,14000,A
USGS,01463500,2015-03-24,12400,A
USGS,01463500,2015-03-25,11500,A
USGS,01463500,2015-03-26,11000,A
USGS,01463500,2015-03-27,16400,A
USGS,01463500,2015-03-28,16200,A
USGS,01463500,2015-03-29,15200,A
USGS,01463500,2015-03-30,13800,A
USGS,01463500,2015-03-31,12700,A
USGS,01463500,2015-04-01,12900,A
USGS,01463500,2015-04-02,12800,A
USGS,01463500,2015-04-03,12500,A
USGS,01463500,2015-04-04,16900,A
USGS,01463500,2015-04-05,31500,A
USGS,01463500,2015-04-06,31700,A
USGS,01463500,2015-04-07,26400,A
USGS,01463500,2015-04-08,25100,A
USGS,01463500,2015-04-09,28100,A
USGS,01463500,2015-04-10,30800,A
USGS,01463500,2015-04-11,31500,A
USGS,01463500,2015-04-12,33100,A
USGS,01463500,2015-04-13,25400,A
USGS,01463500,2015-04-14,21000,A
USGS,01463500,2015-04-15,19100,A
USGS,01463500,2015-04-16,17600,A
USGS,01463500,2015-04-17,14800,A
USGS,01463500,2015-04-18,13200,A
USGS,01463500,2015-04-19,12100,A
USGS,01463500,2015-04-20,13400,A
USGS,01463500,2015-04-21,15600,A
USGS,01463500,2015-04-22,19200,A
USGS,01463500,2015-04-23,23800,A
USGS,01463500,2015-04-24,20300,A
USGS,01463500,2015-04-25,17100,A
USGS,01463500,2015-04-26,14400,A
USGS,01463500,2015-04-27,12800,A
USGS,01463500,2015-04-28,11900,A
USGS,01463500,2015-04-29,11300,A
USGS,01463500,2015-04-30,10600,A
USGS,01463500,2015-05-01,9570,A
USGS,01463500,2015-05-02,8890,A
USGS,01463500,2015-05-03,8400,A
USGS,01463500,2015-05-04,7800,A
USGS,01463500,2015-05-05,7290,A
USGS,01463500,2015-05-06,7000,A
USGS,01463500,2015-05-07,6720,A
USGS,01463500,2015-05-08,6250,A
USGS,01463500,2015-05-09,6090,A
USGS,01463500,2015-05-10,5990,A
USGS,01463500,2015-05-11,5720,A
USGS,01463500,2015-05-12,5270,A
USGS,01463500,2015-05-13,5090,A
USGS,01463500,2015-05-14,4940,A
USGS,01463500,2015-05-15,4480,A
USGS,01463500,2015-05-16,4180,A
USGS,01463500,2015-05-17,4200,A
USGS,01463500,2015-05-18,4980,A
USGS,01463500,2015-05-19,5040,A
USGS,01463500,2015-05-20,5820,A
USGS,01463500,2015-05-21,5240,A
USGS,01463500,2015-05-22,5160,A
USGS,01463500,2015-05-23,4840,A
USGS,01463500,2015-05-24,4550,A
USGS,01463500,2015-05-25,4340,A
USGS,01463500,2015-05-26,3940,A
USGS,01463500,2015-05-27,3650,A
USGS,01463500,2015-05-28,3710,A
USGS,01463500,2015-05-29,4060,A
USGS,01463500,2015-05-30,4460,A
USGS,01463500,2015-05-31,4530,A
USGS,01463500,2015-06-01,6120,A
USGS,01463500,2015-06-02,10500,A
USGS,01463500,2015-06-03,11900,A
USGS,01463500,2015-06-04,12300,A
USGS,01463500,2015-06-05,10200,A
USGS,01463500,2015-06-06,8400,A
USGS,01463500,2015-06-07,7470,A
USGS,01463500,2015-06-08,6180,A
USGS,01463500,2015-06-09,7010,A
USGS,01463500,2015-06-10,8740,A
USGS,01463500,2015-06-11,9020,A
USGS,01463500,2015-06-12,8450,A
USGS,01463500,2015-06-13,7480,A
USGS,01463500,2015-06-14,6690,A
USGS,01463500,2015-06-15,8080,A
USGS,01463500,2015-06-16,11400,A
USGS,01463500,2015-06-17,11700,A
USGS,01463500,2015-06-18,12400,A
USGS,01463500,2015-06-19,10800,A
USGS,01463500,2015-06-20,8980,A
USGS,01463500,2015-06-21,9050,A
USGS,01463500,2015-06-22,11600,A
USGS,01463500,2015-06-23,15000,A
USGS,01463500,2015-06-24,15400,A
USGS,01463500,2015-06-25,12600,A
USGS,01463500,2015-06-26,10600,A
USGS,01463500,2015-06-27,9650,A e
USGS,01463500,2015-06-28,11800,A e
USGS,01463500,2015-06-29,17100,A
USGS,01463500,2015-06-30,18000,A
USGS,01463500,2015-07-01,28400,A
USGS,01463500,2015-07-02,39800,A
USGS,01463500,2015-07-03,34600,A
USGS,01463500,2015-07-04,26800,A
USGS,01463500,2015-07-05,22900,A
USGS,01463500,2015-07-06,21300,A
USGS,01463500,2015-07-07,18800,A
USGS,01463500,2015-07-08,16500,A
USGS,01463500,2015-07-09,15200,A
USGS,01463500,2015-07-10,15300,A
USGS,01463500,2015-07-11,14700,A
USGS,01463500,2015-07-12,12800,A
USGS,01463500,2015-07-13,11200,A
USGS,01463500,2015-07-14,9930,A
USGS,01463500,2015-07-15,10600,A
USGS,01463500,2015-07-16,11500,A
USGS,01463500,2015-07-17,10100,A
USGS,01463500,2015-07-18,9580,A
USGS,01463500,2015-07-19,9460,A
USGS,01463500,2015-07-20,9040,A
USGS,01463500,2015-07-21,8520,A
USGS,01463500,2015-07-22,8520,A
USGS,01463500,2015-07-23,7690,A
USGS,01463500,2015-07-24,7030,A
USGS,01463500,2015-07-25,6680,A
USGS,01463500,2015-07-26,6580,A
USGS,01463500,2015-07-27,7030,A
USGS,01463500,2015-07-28,11300,A
USGS,01463500,2015-07-29,10700,A
USGS,01463500,2015-07-30,9070,A
USGS,01463500,2015-07-31,8530,A
USGS,01463500,2015-08-01,7480,A
USGS,01463500,2015-08-02,6880,A
USGS,01463500,2015-08-03,6480,A
USGS,01463500,2015-08-04,6170,A
USGS,01463500,2015-08-05,5980,A
USGS,01463500,2015-08-06,5320,A
USGS,01463500,2015-08-07,4810,A
USGS,01463500,2015-08-08,4330,A
USGS,01463500,2015-08-09,4070,A
USGS,01463500,2015-08-10,4160,A
USGS,01463500,2015-08-11,4340,A
USGS,01463500,2015-08-12,6000,A
USGS,01463500,2015-08-13,6260,A
USGS,01463500,2015-08-14,6110,A
USGS,01463500,2015-08-15,5220,A
USGS,01463500,2015-08-16,4520,A
USGS,01463500,2015-08-17,4420,A
USGS,01463500,2015-08-18,4330,A
USGS,01463500,2015-08-19,4040,A
USGS,01463500,2015-08-20,4140,A
USGS,01463500,2015-08-21,5470,A
USGS,01463500,2015-08-22,6780,A
USGS,01463500,2015-08-23,8210,A
USGS,01463500,2015-08-24,7340,A
USGS,01463500,2015-08-25,6140,A
USGS,01463500,2015-08-26,5350,A
USGS,01463500,2015-08-27,4770,A
USGS,01463500,2015-08-28,4340,A
USGS,01463500,2015-08-29,3980,A
USGS,01463500,2015-08-30,3960,A
USGS,01463500,2015-08-31,4160,A
USGS,01463500,2015-09-01,3980,A
USGS,01463500,2015-09-02,3760,A
USGS,01463500,2015-09-03,3750,A
USGS,01463500,2015-09-04,3720,A
USGS,01463500,2015-09-05,3640,A
USGS,01463500,2015-09-06,3450,A
USGS,01463500,2015-09-07,3650,A
USGS,01463500,2015-09-08,3420,A
USGS,01463500,2015-09-09,3180,A
USGS,01463500,2015-09-10,3780,A
USGS,01463500,2015-09-11,5600,A
USGS,01463500,2015-09-12,5600,A
USGS,01463500,2015-09-13,5600,A
USGS,01463500,2015-09-14,7630,A
USGS,01463500,2015-09-15,6460,A
USGS,01463500,2015-09-16,5250,A
USGS,01463500,2015-09-17,4670,A
USGS,01463500,2015-09-18,4280,A
USGS,01463500,2015-09-19,3870,A
USGS,01463500,2015-09-20,3620,A
USGS,01463500,2015-09-21,3490,A
USGS,01463500,2015-09-22,3810,A
USGS,01463500,2015-09-23,3500,A
USGS,01463500,2015-09-24,3360,A
USGS,01463500,2015-09-25,3310,A
USGS,01463500,2015-09-26,3290,A
USGS,01463500,2015-09-27,3190,A e
USGS,01463500,2015-09-28,3270,A
USGS,01463500,2015-09-29,3480,A
USGS,01463500,2015-09-30,4950,A
USGS,01463500,2015-10-01,8020,A
USGS,01463500,2015-10-02,8790,A
USGS,01463500,2015-10-03,8440,A
USGS,01463500,2015-10-04,7540,A
USGS,01463500,2015-10-05,6700,A
USGS,01463500,2015-10-06,5560,A
USGS,01463500,2015-10-07,4900,A
USGS,01463500,2015-10-08,4430,A
USGS,01463500,2015-10-09,4480,A
USGS,01463500,2015-10-10,5080,A
USGS,01463500,2015-10-11,6080,A
USGS,01463500,2015-10-12,6020,A
USGS,01463500,2015-10-13,5110,A
USGS,01463500,2015-10-14,4230,A
USGS,01463500,2015-10-15,3920,A
USGS,01463500,2015-10-16,3520,A
USGS,01463500,2015-10-17,3360,A
USGS,01463500,2015-10-18,3280,A
USGS,01463500,2015-10-19,3380,A
USGS,01463500,2015-10-20,3500,A
USGS,01463500,2015-10-21,3450,A
USGS,01463500,2015-10-22,3460,A
USGS,01463500,2015-10-23,3380,A
USGS,01463500,2015-10-24,3160,A
USGS,01463500,2015-10-25,3090,A
USGS,01463500,2015-10-26,3110,A
USGS,01463500,2015-10-27,3250,A
USGS,01463500,2015-10-28,3550,A e
USGS,01463500,2015-10-29,6240,A e
USGS,01463500,2015-10-30,16300,A
USGS,01463500,2015-10-31,20000,A
USGS,01463500,2015-11-01,13300,A
USGS,01463500,2015-11-02,10400,A
USGS,01463500,2015-11-03,8920,A
USGS,01463500,2015-11-04,8200,A
USGS,01463500,2015-11-05,7110,A
USGS,01463500,2015-11-06,6330,A
USGS,01463500,2015-11-07,6000,A
USGS,01463500,2015-11-08,5710,A
USGS,01463500,2015-11-09,5140,A
USGS,01463500,2015-11-10,4770,A
USGS,01463500,2015-11-11,4890,A
USGS,01463500,2015-11-12,5730,A
USGS,01463500,2015-11-13,12800,A
USGS,01463500,2015-11-14,11900,A
USGS,01463500,2015-11-15,10600,A
USGS,01463500,2015-11-16,9100,A
USGS,01463500,2015-11-17,8050,A
USGS,01463500,2015-11-18,7280,A
USGS,01463500,2015-11-19,6930,A
USGS,01463500,2015-11-20,9250,A
USGS,01463500,2015-11-21,10800,A
USGS,01463500,2015-11-22,12900,A
USGS,01463500,2015-11-23,10800,A
USGS,01463500,2015-11-24,9440,A
USGS,01463500,2015-11-25,8990,A
USGS,01463500,2015-11-26,8410,A
USGS,01463500,2015-11-27,7560,A
USGS,01463500,2015-11-28,6740,A
USGS,01463500,2015-11-29,6400,A
USGS,01463500,2015-11-30,6070,A
USGS,01463500,2015-12-01,6010,A
USGS,01463500,2015-12-02,6770,A
USGS,01463500,2015-12-03,8830,A
USGS,01463500,2015-12-04,11400,A
USGS,01463500,2015-12-05,11800,A
USGS,01463500,2015-12-06,10400,A
USGS,01463500,2015-12-07,8810,A
USGS,01463500,2015-12-08,8430,A
USGS,01463500,2015-12-09,7760,A
USGS,01463500,2015-12-10,7570,A
USGS,01463500,2015-12-11,7470,A
USGS,01463500,2015-12-12,7160,A
USGS,01463500,2015-12-13,6510,A
USGS,01463500,2015-12-14,6180,A
USGS,01463500,2015-12-15,6180,A
USGS,01463500,2015-12-16,6760,A
USGS,01463500,2015-12-17,7800,A
USGS,01463500,2015-12-18,10600,A
USGS,01463500,2015-12-19,10300,A
USGS,01463500,2015-12-20,9750,A
USGS,01463500,2015-12-21,8870,A
USGS,01463500,2015-12-22,8090,A
USGS,01463500,2015-12-23,9010,A
USGS,01463500,2015-12-24,16200,A
USGS,01463500,2015-12-25,21100,A
USGS,01463500,2015-12-26,20200,A
USGS,01463500,2015-12-27,17100,A
USGS,01463500,2015-12-28,15800,A
USGS,01463500,2015-12-29,18000,A
USGS,01463500,2015-12-30,19700,A
USGS,01463500,2015-12-31,18100,A
USGS,01463500,2016-01-01,17200,A
USGS,01463500,2016-01-02,16700,A
USGS,01463500,2016-01-03,15300,A
USGS,01463500,2016-01-04,13900,A
USGS,01463500,2016-01-05,12700,A
USGS,01463500,2016-01-06,11400,A
USGS,01463500,2016-01-07,9690,A
USGS,01463500,2016-01-08,9500,A
USGS,01463500,2016-01-09,9360,A
USGS,01463500,2016-01-10,13700,A
USGS,01463500,2016-01-11,21000,A
USGS,01463500,2016-01-12,28100,A
USGS,01463500,2016-01-13,22500,A
USGS,01463500,2016-01-14,17800,A
USGS,01463500,2016-01-15,16300,A
USGS,01463500,2016-01-16,15100,A
USGS,01463500,2016-01-17,14900,A
USGS,01463500,2016-01-18,14500,A
USGS,01463500,2016-01-19,13100,A
USGS,01463500,2016-01-20,11800,A
USGS,01463500,2016-01-21,11300,A
USGS,01463500,2016-01-22,10700,A
USGS,01463500,2016-01-23,10200,A e
USGS,01463500,2016-01-24,7950,A e
USGS,01463500,2016-01-25,8640,A e
USGS,01463500,2016-01-26,9070,A e
USGS,01463500,2016-01-27,8860,A e
USGS,01463500,2016-01-28,8800,A e
USGS,01463500,2016-01-29,8750,A
USGS,01463500,2016-01-30,8160,A
USGS,01463500,2016-01-31,7690,A
USGS,01463500,2016-02-01,6820,A
USGS,01463500,2016-02-02,7100,A
USGS,01463500,2016-02-03,9820,A
USGS,01463500,2016-02-04,27900,A
USGS,01463500,2016-02-05,24700,A
USGS,01463500,2016-02-06,19400,A
USGS,01463500,2016-02-07,15300,A
USGS,01463500,2016-02-08,13300,A e
USGS,01463500,2016-02-09,12400,A e
USGS,01463500,2016-02-10,11900,A e
USGS,01463500,2016-02-11,11100,A
USGS,01463500,2016-02-12,10300,A
USGS,01463500,2016-02-13,9340,A
USGS,01463500,2016-02-14,8600,A e
USGS,01463500,2016-02-15,7760,A e
USGS,01463500,2016-02-16,11200,A e
USGS,01463500,2016-02-17,25300,A
USGS,01463500,2016-02-18,29300,A
USGS,01463500,2016-02-19,22900,A
USGS,01463500,2016-02-20,17600,A
USGS,01463500,2016-02-21,15800,A
USGS,01463500,2016-02-22,15400,A
USGS,01463500,2016-02-23,14800,A
USGS,01463500,2016-02-24,16500,A
USGS,01463500,2016-02-25,47400,A
USGS,01463500,2016-02-26,66300,A
USGS,01463500,2016-02-27,49100,A
USGS,01463500,2016-02-28,35600,A
USGS,01463500,2016-02-29,29900,A
USGS,01463500,2016-03-01,26200,A
USGS,01463500,2016-03-02,22900,A
USGS,01463500,2016-03-03,19300,A
USGS,01463500,2016-03-04,17100,A
USGS,01463500,2016-03-05,15500,A
USGS,01463500,2016-03-06,14300,A
USGS,01463500,2016-03-07,13200,A
USGS,01463500,2016-03-08,12500,A
USGS,01463500,2016-03-09,12200,A
USGS,01463500,2016-03-10,11800,A
USGS,01463500,2016-03-11,11200,A
USGS,01463500,2016-03-12,11100,A
USGS,01463500,2016-03-13,11400,A
USGS,01463500,2016-03-14,11100,A
USGS,01463500,2016-03-15,10900,A
USGS,01463500,2016-03-16,11000,A
USGS,01463500,2016-03-17,10700,A
USGS,01463500,2016-03-18,10400,A
USGS,01463500,2016-03-19,10400,A
USGS,01463500,2016-03-20,9890,A
USGS,01463500,2016-03-21,9180,A
USGS,01463500,2016-03-22,8560,A
USGS,01463500,2016-03-23,8160,A
USGS,01463500,2016-03-24,7790,A
USGS,01463500,2016-03-25,7200,A
USGS,01463500,2016-03-26,7130,A
USGS,01463500,2016-03-27,6690,A
USGS,01463500,2016-03-28,6570,A
USGS,01463500,2016-03-29,6850,A
USGS,01463500,2016-03-30,6910,A
USGS,01463500,2016-03-31,6940,A
USGS,01463500,2016-04-01,6750,A
USGS,01463500,2016-04-02,6150,A
USGS,01463500,2016-04-03,5940,A
USGS,01463500,2016-04-04,5840,A
USGS,01463500,2016-04-05,6020,A
USGS,01463500,2016-04-06,6040,A
USGS,01463500,2016-04-07,6050,A
USGS,01463500,2016-04-08,7000,A
USGS,01463500,2016-04-09,11300,A
USGS,01463500,2016-04-10,15400,A
USGS,01463500,2016-04-11,12800,A
USGS,01463500,2016-04-12,11400,A
USGS,01463500,2016-04-13,11400,A
USGS,01463500,2016-04-14,11100,A
USGS,01463500,2016-04-15,10300,A
USGS,01463500,2016-04-16,9180,A
USGS,01463500,2016-04-17,8520,A
USGS,01463500,2016-04-18,8000,A
USGS,01463500,2016-04-19,7380,A
USGS,01463500,2016-04-20,6950,A
USGS,01463500,2016-04-21,6580,A
USGS,01463500,2016-04-22,6300,A
USGS,01463500,2016-04-23,6190,A
USGS,01463500,2016-04-24,6020,A
USGS,01463500,2016-04-25,5700,A
USGS,01463500,2016-04-26,5520,A
USGS,01463500,2016-04-27,5640,A
USGS,01463500,2016-04-28,5690,A
USGS,01463500,2016-04-29,5710,A
USGS,01463500,2016-04-30,5540,A
USGS,01463500,2016-05-01,5390,A
USGS,01463500,2016-05-02,5640,A
USGS,01463500,2016-05-03,7690,A
USGS,01463500,2016-05-04,11200,A
USGS,01463500,2016-05-05,14100,A
USGS,01463500,2016-05-06,14000,A e
USGS,01463500,2016-05-07,15100,A e
USGS,01463500,2016-05-08,15800,A
USGS,01463500,2016-05-09,16000,A
USGS,01463500,2016-05-10,14000,A
USGS,01463500,2016-05-11,12900,A
USGS,01463500,2016-05-12,11400,A
USGS,01463500,2016-05-13,10300,A
USGS,01463500,2016-05-14,10300,A
USGS,01463500,2016-05-15,10900,A
USGS,01463500,2016-05-16,10700,A
USGS,01463500,2016-05-17,10100,A
USGS,01463500,2016-05-18,9810,A
USGS,01463500,2016-05-19,9130,A
USGS,01463500,2016-05-20,8100,A
USGS,01463500,2016-05-21,7660,A
USGS,01463500,2016-05-22,7790,A
USGS,01463500,2016-05-23,7110,A
USGS,01463500,2016-05-24,6340,A
USGS,01463500,2016-05-25,5990,A
USGS,01463500,2016-05-26,5630,A
USGS,01463500,2016-05-27,5630,A
USGS,01463500,2016-05-28,5520,A
USGS,01463500,2016-05-29,5270,A
USGS,01463500,2016-05-30,6180,A
USGS,01463500,2016-05-31,8560,A
USGS,01463500,2016-06-01,7440,A
USGS,01463500,2016-06-02,7200,A
USGS,01463500,2016-06-03,6290,A
USGS,01463500,2016-06-04,5550,A
USGS,01463500,2016-06-05,5380,A
USGS,01463500,2016-06-06,6030,A
USGS,01463500,2016-06-07,7640,A
USGS,01463500,2016-06-08,9480,A
USGS,01463500,2016-06-09,8860,A
USGS,01463500,2016-06-10,7620,A
USGS,01463500,2016-06-11,6970,A
USGS,01463500,2016-06-12,6230,A
USGS,01463500,2016-06-13,5550,A
USGS,01463500,2016-06-14,4850,A
USGS,01463500,2016-06-15,4590,A
USGS,01463500,2016-06-16,4590,A
USGS,01463500,2016-06-17,4610,A
USGS,01463500,2016-06-18,4530,A
USGS,01463500,2016-06-19,4310,A
USGS,01463500,2016-06-20,4060,A
USGS,01463500,2016-06-21,3850,A
USGS,01463500,2016-06-22,3830,A
USGS,01463500,2016-06-23,3810,A
USGS,01463500,2016-06-24,3820,A
USGS,01463500,2016-06-25,3650,A
USGS,01463500,2016-06-26,3290,A
USGS,01463500,2016-06-27,3430,A
USGS,01463500,2016-06-28,3610,A
USGS,01463500,2016-06-29,4260,A
USGS,01463500,2016-06-30,4630,A
USGS,01463500,2016-07-01,4530,A
USGS,01463500,2016-07-02,4740,A
USGS,01463500,2016-07-03,4300,A
USGS,01463500,2016-07-04,4010,A
USGS,01463500,2016-07-05,3940,A
USGS,01463500,2016-07-06,4030,A
USGS,01463500,2016-07-07,3730,A
USGS,01463500,2016-07-08,3870,A
USGS,01463500,2016-07-09,4540,A
USGS,01463500,2016-07-10,5300,A
USGS,01463500,2016-07-11,5060,A
USGS,01463500,2016-07-12,6810,A
USGS,01463500,2016-07-13,6290,A
USGS,01463500,2016-07-14,5240,A
USGS,01463500,2016-07-15,4680,A
USGS,01463500,2016-07-16,4590,A
USGS,01463500,2016-07-17,4420,A
USGS,01463500,2016-07-18,4080,A
USGS,01463500,2016-07-19,4370,A
USGS,01463500,2016-07-20,4550,A
USGS,01463500,2016-07-21,3960,A
USGS,01463500,2016-07-22,3550,A
USGS,01463500,2016-07-23,3280,A
USGS,01463500,2016-07-24,3170,A
USGS,01463500,2016-07-25,3750,A
USGS,01463500,2016-07-26,5140,A
USGS,01463500,2016-07-27,4420,A
USGS,01463500,2016-07-28,4090,A
USGS,01463500,2016-07-29,4310,A
USGS,01463500,2016-07-30,4560,A
USGS,01463500,2016-07-31,8830,A
USGS,01463500,2016-08-01,7830,A
USGS,01463500,2016-08-02,8620,A
USGS,01463500,2016-08-03,8210,A
USGS,01463500,2016-08-04,6850,A
USGS,01463500,2016-08-05,5980,A
USGS,01463500,2016-08-06,5260,A
USGS,01463500,2016-08-07,5160,A
USGS,01463500,2016-08-08,4790,A
USGS,01463500,2016-08-09,4190,A
USGS,01463500,2016-08-10,3710,A
USGS,01463500,2016-08-11,3700,A
USGS,01463500,2016-08-12,4670,A
USGS,01463500,2016-08-13,6670,A
USGS,01463500,2016-08-14,7180,A
USGS,01463500,2016-08-15,7310,A
USGS,01463500,2016-08-16,7870,A
USGS,01463500,2016-08-17,7350,A
USGS,01463500,2016-08-18,6570,A
USGS,01463500,2016-08-19,5960,A
USGS,01463500,2016-08-20,5220,A
USGS,01463500,2016-08-21,4820,A
USGS,01463500,2016-08-22,5280,A
USGS,01463500,2016-08-23,5610,A
USGS,01463500,2016-08-24,5150,A
USGS,01463500,2016-08-25,4990,A
USGS,01463500,2016-08-26,4230,A
USGS,01463500,2016-08-27,4000,A
USGS,01463500,2016-08-28,4080,A
USGS,01463500,2016-08-29,4420,A
USGS,01463500,2016-08-30,4010,A
USGS,01463500,2016-08-31,3600,A
USGS,01463500,2016-09-01,3630,A
USGS,01463500,2016-09-02,3550,A
USGS,01463500,2016-09-03,3260,A
USGS,01463500,2016-09-04,2780,A
USGS,01463500,2016-09-05,2690,A
USGS,01463500,2016-09-06,2810,A
USGS,01463500,2016-09-07,2630,A
USGS,01463500,2016-09-08,2510,A
USGS,01463500,2016-09-09,2580,A
USGS,01463500,2016-09-10,2700,A
USGS,01463500,2016-09-11,2930,A
USGS,01463500,2016-09-12,2800,A
USGS,01463500,2016-09-13,2980,A
USGS,01463500,2016-09-14,2740,A
USGS,01463500,2016-09-15,2870,A
USGS,01463500,2016-09-16,2700,A
USGS,01463500,2016-09-17,2740,A
USGS,01463500,2016-09-18,2870,A
USGS,01463500,2016-09-19,3240,A
USGS,01463500,2016-09-20,3870,A
USGS,01463500,2016-09-21,3290,A
USGS,01463500,2016-09-22,3260,A
USGS,01463500,2016-09-23,3430,A
USGS,01463500,2016-09-24,3450,A
USGS,01463500,2016-09-25,3260,A
USGS,01463500,2016-09-26,3170,A
USGS,01463500,2016-09-27,2900,A
USGS,01463500,2016-09-28,2910,A
USGS,01463500,2016-09-29,2890,A
USGS,01463500,2016-09-30,3000,A
USGS,01463500,2016-10-01,4930,A
USGS,01463500,2016-10-02,4570,A
USGS,01463500,2016-10-03,3840,A
USGS,01463500,2016-10-04,3860,A
USGS,01463500,2016-10-05,3730,A
USGS,01463500,2016-10-06,3780,A
USGS,01463500,2016-10-07,3480,A
USGS,01463500,2016-10-08,3250,A
USGS,01463500,2016-10-09,2830,A
USGS,01463500,2016-10-10,2780,A
USGS,01463500,2016-10-11,2720,A
USGS,01463500,2016-10-12,2820,A
USGS,01463500,2016-10-13,2710,A
USGS,01463500,2016-10-14,2680,A
USGS,01463500,2016-10-15,2710,A
USGS,01463500,2016-10-16,2970,A
USGS,01463500,2016-10-17,2850,A e
USGS,01463500,2016-10-18,2370,A
USGS,01463500,2016-10-19,3020,A e
USGS,01463500,2016-10-20,3020,A e
USGS,01463500,2016-10-21,3000,A e
USGS,01463500,2016-10-22,3120,A
USGS,01463500,2016-10-23,3020,A
USGS,01463500,2016-10-24,2810,A
USGS,01463500,2016-10-25,2690,A
USGS,01463500,2016-10-26,2990,A
USGS,01463500,2016-10-27,3540,A
USGS,01463500,2016-10-28,3670,A
USGS,01463500,2016-10-29,3450,A
USGS,01463500,2016-10-30,3250,A
USGS,01463500,2016-10-31,4160,A
USGS,01463500,2016-11-01,3990,A
USGS,01463500,2016-11-02,3960,A
USGS,01463500,2016-11-03,3800,A
USGS,01463500,2016-11-04,3550,A
USGS,01463500,2016-11-05,3070,A
USGS,01463500,2016-11-06,2680,A
USGS,01463500,2016-11-07,2550,A
USGS,01463500,2016-11-08,2910,A
USGS,01463500,2016-11-09,3030,A
USGS,01463500,2016-11-10,3140,A
USGS,01463500,2016-11-11,3090,A
USGS,01463500,2016-11-12,3090,A
USGS,01463500,2016-11-13,3100,A
USGS,01463500,2016-11-14,2980,A
USGS,01463500,2016-11-15,2980,A
USGS,01463500,2016-11-16,3020,A
USGS,01463500,2016-11-17,3170,A
USGS,01463500,2016-11-18,3190,A
USGS,01463500,2016-11-19,3300,A e
USGS,01463500,2016-11-20,3250,A
USGS,01463500,2016-11-21,3070,A
USGS,01463500,2016-11-22,2750,A
USGS,01463500,2016-11-23,2630,A
USGS,01463500,2016-11-24,2670,A
USGS,01463500,2016-11-25,2780,A
USGS,01463500,2016-11-26,2630,A
USGS,01463500,2016-11-27,2590,A
USGS,01463500,2016-11-28,2600,A
USGS,01463500,2016-11-29,3160,A
USGS,01463500,2016-11-30,5080,A
USGS,01463500,2016-12-01,7590,A
USGS,01463500,2016-12-02,10700,A
USGS,01463500,2016-12-03,13600,A
USGS,01463500,2016-12-04,10400,A
USGS,01463500,2016-12-05,8290,A
USGS,01463500,2016-12-06,7110,A
USGS,01463500,2016-12-07,6980,A
USGS,01463500,2016-12-08,6790,A
USGS,01463500,2016-12-09,6320,A
USGS,01463500,2016-12-10,6110,A
USGS,01463500,2016-12-11,5750,A
USGS,01463500,2016-12-12,5530,A
USGS,01463500,2016-12-13,5560,A
USGS,01463500,2016-12-14,5140,A
USGS,01463500,2016-12-15,4850,A
USGS,01463500,2016-12-16,4830,A
USGS,01463500,2016-12-17,3230,A
